Validator,Stake,Reward,Sortition
1164, 500, 73, 74
1165, 500, 75, 77
1166, 500, 76, 75
1167, 500, 72, 75
1168, 500, 63, 67
1169, 500, 68, 72
1170, 500, 75, 75
1171, 500, 83, 79
1172, 500, 59, 59
1173, 500, 67, 64
1174, 500, 62, 59
1175, 500, 68, 71
1176, 500, 83, 87
1177, 500, 55, 53
1178, 500, 66, 66
1179, 500, 77, 75
1180, 500, 65, 68
1181, 500, 97, 98
1182, 500, 76, 73
1183, 500, 59, 57
1184, 500, 76, 71
1185, 500, 69, 70
1186, 500, 74, 75
1187, 500, 78, 78
1188, 500, 64, 67
1189, 500, 80, 78
1190, 500, 73, 73
1191, 500, 87, 86
1192, 500, 81, 82
1193, 500, 67, 70
1194, 500, 73, 74
1195, 500, 78, 81
1196, 500, 59, 63
1197, 500, 69, 67
1198, 500, 57, 57
1199, 500, 84, 84
1200, 500, 79, 78
1201, 500, 74, 77
1202, 500, 85, 81
1203, 500, 67, 69
1204, 500, 62, 64
1205, 500, 59, 58
1206, 500, 67, 66
1207, 500, 73, 70
1208, 500, 56, 55
1209, 500, 69, 68
1210, 500, 59, 59
1211, 500, 53, 52
1212, 500, 74, 73
1213, 500, 54, 56
1214, 500, 61, 63
1215, 500, 65, 68
1216, 500, 72, 68
1217, 500, 62, 64
1218, 500, 69, 69
1219, 500, 62, 63
1220, 500, 68, 69
1221, 500, 68, 66
1222, 500, 59, 62
1223, 500, 92, 94
1224, 500, 60, 64
1225, 500, 72, 73
1226, 500, 60, 59
1227, 500, 67, 65
1228, 500, 71, 74
1229, 500, 74, 74
1230, 500, 56, 54
1231, 500, 74, 73
1232, 500, 67, 67
1233, 500, 81, 81
1234, 500, 76, 78
1235, 500, 62, 61
1236, 500, 57, 55
1237, 500, 63, 63
1238, 500, 81, 81
1239, 500, 72, 76
1240, 500, 83, 78
1241, 500, 65, 69
1242, 500, 85, 81
1243, 500, 74, 75
1244, 500, 79, 78
1245, 500, 89, 90
1246, 500, 71, 74
1247, 500, 78, 77
1248, 500, 57, 58
1249, 500, 81, 80
1250, 500, 67, 68
1251, 500, 58, 57
1252, 500, 72, 72
1253, 500, 61, 65
1254, 500, 67, 65
1255, 500, 70, 68
1256, 500, 63, 63
1257, 500, 54, 53
1258, 500, 85, 83
1259, 500, 55, 56
1260, 500, 54, 50
1261, 500, 69, 75
1262, 500, 71, 71
1263, 500, 60, 59
1264, 500, 67, 67
1265, 500, 71, 72
1266, 500, 70, 71
1267, 500, 81, 86
1268, 500, 59, 63
1269, 500, 67, 71
1270, 500, 69, 68
1271, 500, 65, 66
1272, 500, 75, 75
1273, 500, 68, 69
1274, 500, 57, 57
1275, 500, 67, 63
1276, 500, 74, 79
1277, 500, 75, 76
1278, 500, 66, 63
1279, 500, 70, 64
1280, 500, 63, 62
1281, 500, 71, 72
1282, 500, 58, 59
1283, 500, 63, 71
1284, 500, 77, 81
1285, 500, 58, 60
1286, 500, 61, 64
1287, 500, 74, 76
1288, 500, 59, 61
1289, 500, 67, 68
1290, 500, 54, 56
1291, 500, 55, 55
1292, 500, 79, 76
1293, 500, 71, 68
1294, 500, 69, 70
1295, 500, 74, 75
1296, 500, 70, 71
1297, 500, 72, 73
1298, 500, 78, 74
1299, 500, 75, 73
1300, 500, 73, 71
1301, 500, 76, 79
1302, 500, 69, 68
1303, 500, 63, 61
1304, 500, 58, 58
1305, 500, 59, 62
1306, 500, 76, 79
1307, 500, 59, 57
1308, 500, 60, 59
1309, 500, 63, 63
1310, 500, 65, 66
1311, 500, 69, 66
1312, 500, 76, 75
1313, 500, 73, 73
1314, 500, 91, 88
1315, 500, 78, 77
1316, 500, 70, 71
1317, 500, 77, 77
1318, 500, 65, 64
1319, 500, 85, 80
1320, 500, 85, 86
1321, 500, 69, 70
1322, 500, 66, 68
1323, 500, 70, 70
1324, 500, 60, 60
1325, 500, 80, 83
1326, 500, 65, 66
1327, 500, 71, 75
1328, 500, 72, 73
1329, 500, 71, 70
1330, 500, 52, 53
1331, 500, 54, 54
1332, 500, 67, 70
1333, 500, 72, 72
1334, 500, 68, 69
1335, 500, 75, 74
1336, 500, 50, 49
1337, 500, 67, 66
1338, 500, 77, 80
1339, 500, 70, 71
1340, 500, 66, 64
1341, 500, 75, 77
1342, 500, 63, 64
1343, 500, 70, 70
1344, 500, 56, 57
1345, 500, 85, 86
1346, 500, 59, 60
1347, 500, 75, 78
1348, 500, 93, 96
1349, 500, 63, 63
1350, 500, 70, 73
1351, 500, 69, 63
1352, 500, 75, 75
1353, 500, 66, 67
1354, 500, 81, 82
1355, 500, 78, 76
1356, 500, 69, 67
1357, 500, 57, 58
1358, 500, 73, 74
1359, 500, 60, 62
1360, 500, 57, 55
1361, 500, 62, 63
1362, 500, 77, 77
1363, 500, 64, 63
1364, 500, 78, 78
1365, 500, 69, 69
1366, 500, 74, 73
1367, 500, 70, 67
1368, 500, 68, 69
1369, 500, 71, 66
1370, 500, 56, 57
1371, 500, 71, 65
1372, 500, 64, 64
1373, 500, 76, 73
1374, 500, 69, 72
1375, 500, 56, 56
1376, 500, 63, 60
1377, 500, 75, 73
1378, 500, 70, 72
1379, 500, 77, 76
1380, 500, 88, 87
1381, 500, 67, 68
1382, 500, 86, 86
1383, 500, 71, 70
1384, 500, 70, 68
1385, 500, 64, 62
1386, 500, 78, 76
1387, 500, 57, 57
1388, 500, 76, 73
1389, 500, 67, 66
1390, 500, 91, 87
1391, 500, 97, 97
1392, 500, 59, 59
1393, 500, 63, 63
1394, 500, 73, 68
1395, 500, 63, 63
1396, 500, 60, 60
1397, 500, 83, 84
1398, 500, 80, 74
1399, 500, 71, 71
1400, 500, 63, 65
1401, 500, 65, 65
1402, 500, 68, 66
1403, 500, 67, 66
1404, 500, 72, 73
1405, 500, 67, 66
1406, 500, 64, 62
1407, 500, 82, 81
1408, 500, 74, 69
1409, 500, 90, 86
1410, 500, 67, 70
1411, 500, 78, 80
1412, 500, 86, 76
1413, 500, 61, 64
1414, 500, 62, 65
1415, 500, 73, 69
1416, 500, 65, 66
1417, 500, 62, 60
1418, 500, 82, 81
1419, 500, 67, 67
1420, 500, 73, 68
1421, 500, 64, 64
1422, 500, 53, 54
1423, 500, 67, 68
1424, 500, 57, 58
1425, 500, 55, 56
1426, 500, 79, 81
1427, 500, 67, 72
1428, 500, 75, 76
1429, 500, 67, 64
1430, 500, 64, 64
1431, 500, 67, 62
1432, 500, 77, 74
1433, 500, 66, 66
1434, 500, 52, 53
1435, 500, 77, 76
1436, 500, 78, 82
1437, 500, 76, 78
1438, 500, 70, 68
1439, 500, 67, 68
1440, 500, 60, 57
1441, 500, 69, 70
1442, 500, 73, 68
1443, 500, 80, 81
1444, 500, 59, 60
1445, 500, 75, 74
1446, 500, 75, 75
1447, 500, 68, 69
1448, 500, 64, 66
1449, 500, 63, 63
1450, 500, 50, 51
1451, 500, 65, 63
1452, 500, 63, 63
1453, 500, 61, 67
1454, 500, 80, 79
1455, 500, 57, 56
1456, 500, 71, 66
1457, 500, 79, 80
1458, 500, 79, 80
1459, 500, 60, 61
1460, 500, 69, 63
1461, 500, 62, 59
1462, 500, 69, 72
1463, 500, 70, 74
1464, 500, 84, 81
1465, 500, 52, 51
1466, 500, 65, 64
1467, 500, 79, 75
1468, 500, 57, 57
1469, 500, 62, 67
1470, 500, 82, 83
1471, 500, 72, 71
1472, 500, 58, 57
1473, 500, 70, 71
1474, 500, 75, 78
1475, 500, 82, 77
1476, 500, 68, 68
1477, 500, 58, 57
1478, 500, 66, 68
1479, 500, 73, 74
1480, 500, 68, 68
1481, 500, 60, 62
1482, 500, 54, 59
1483, 500, 60, 62
1484, 500, 72, 71
1485, 500, 58, 56
1486, 500, 81, 82
1487, 500, 86, 87
1488, 500, 75, 71
1489, 500, 70, 70
1490, 500, 64, 62
1491, 500, 66, 62
1492, 500, 58, 59
1493, 500, 66, 67
1494, 500, 61, 60
1495, 500, 75, 80
1496, 500, 64, 68
1497, 500, 77, 75
1498, 500, 62, 62
1499, 500, 67, 60
1500, 500, 70, 73
1501, 500, 71, 69
1502, 500, 66, 68
1503, 500, 82, 79
1504, 500, 69, 72
1505, 500, 75, 73
1506, 500, 86, 83
1507, 500, 73, 74
1508, 500, 80, 78
1509, 500, 65, 65
1510, 500, 80, 79
1511, 500, 64, 66
1512, 500, 72, 71
1513, 500, 79, 79
1514, 500, 76, 77
1515, 500, 66, 69
1516, 500, 60, 59
1517, 500, 71, 72
1518, 500, 65, 67
1519, 500, 82, 81
1520, 500, 75, 69
1521, 500, 74, 76
1522, 500, 85, 83
1523, 500, 70, 70
1524, 500, 72, 74
1525, 500, 63, 63
1526, 500, 81, 81
1527, 500, 63, 64
1528, 500, 58, 60
1529, 500, 80, 81
1530, 500, 72, 71
1531, 500, 57, 59
1532, 500, 75, 73
1533, 500, 70, 70
1534, 500, 67, 70
1535, 500, 70, 72
1536, 500, 66, 62
1537, 500, 81, 82
1538, 500, 69, 73
1539, 500, 71, 72
1540, 500, 60, 59
1541, 500, 64, 64
1542, 500, 69, 70
1543, 500, 74, 74
1544, 500, 64, 66
1545, 500, 70, 68
1546, 500, 73, 77
1547, 500, 67, 67
1548, 500, 76, 72
1549, 500, 70, 70
1550, 500, 68, 69
1551, 500, 68, 67
1552, 500, 67, 66
1553, 500, 57, 53
1554, 500, 68, 64
1555, 500, 71, 70
1556, 500, 70, 70
1557, 500, 70, 70
1558, 500, 51, 48
1559, 500, 59, 59
1560, 500, 63, 67
1561, 500, 62, 63
1562, 500, 59, 56
1563, 500, 67, 67
1564, 500, 68, 66
1565, 500, 60, 57
1566, 500, 81, 79
1567, 500, 70, 70
1568, 500, 77, 74
1569, 500, 62, 64
1570, 500, 64, 65
1571, 500, 76, 77
1572, 500, 54, 53
1573, 500, 61, 60
1574, 500, 60, 64
1575, 500, 62, 61
1576, 500, 70, 64
1577, 500, 58, 61
1578, 500, 67, 66
1579, 500, 69, 65
1580, 500, 83, 80
1581, 500, 74, 72
1582, 500, 86, 84
1583, 500, 72, 76
1584, 500, 75, 77
1585, 500, 77, 74
1586, 500, 62, 64
1587, 500, 64, 69
1588, 500, 61, 64
1589, 500, 73, 71
1590, 500, 88, 89
1591, 500, 69, 69
1592, 500, 79, 77
1593, 500, 66, 66
1594, 500, 69, 64
1595, 500, 67, 68
1596, 500, 66, 70
1597, 500, 66, 73
1598, 500, 69, 68
1599, 500, 72, 74
1600, 500, 80, 81
1601, 500, 70, 69
1602, 500, 74, 72
1603, 500, 66, 71
1604, 500, 51, 56
1605, 500, 68, 68
1606, 500, 81, 79
1607, 500, 62, 63
1608, 500, 77, 78
1609, 500, 72, 71
1610, 500, 93, 89
1611, 500, 66, 68
1612, 500, 86, 82
1613, 500, 65, 63
1614, 500, 64, 64
1615, 500, 75, 75
1616, 500, 48, 47
1617, 500, 78, 74
1618, 500, 70, 68
1619, 500, 58, 58
1620, 500, 78, 77
1621, 500, 72, 76
1622, 500, 82, 81
1623, 500, 66, 69
1624, 500, 59, 62
1625, 500, 51, 52
1626, 500, 68, 65
1627, 500, 61, 62
1628, 500, 61, 59
1629, 500, 57, 55
1630, 500, 76, 78
1631, 500, 78, 77
1632, 500, 61, 64
1633, 500, 64, 63
1634, 500, 67, 71
1635, 500, 64, 64
1636, 500, 74, 70
1637, 500, 79, 78
1638, 500, 60, 60
1639, 500, 61, 60
1640, 500, 58, 56
1641, 500, 64, 67
1642, 500, 71, 77
1643, 500, 85, 85
1644, 500, 63, 63
1645, 500, 65, 66
1646, 500, 77, 74
1647, 500, 64, 67
1648, 500, 66, 67
1649, 500, 60, 59
1650, 500, 54, 52
1651, 500, 60, 61
1652, 500, 62, 62
1653, 500, 84, 85
1654, 500, 68, 70
1655, 500, 74, 75
1656, 500, 68, 65
1657, 500, 69, 70
1658, 500, 64, 62
1659, 500, 70, 71
1660, 500, 51, 52
1661, 500, 83, 83
1662, 500, 64, 66
1663, 500, 67, 68
1664, 500, 61, 57
1665, 500, 70, 66
1666, 500, 73, 70
1667, 500, 52, 53
1668, 500, 65, 67
1669, 500, 60, 62
1670, 500, 60, 62
1671, 500, 75, 77
1672, 500, 76, 74
1673, 500, 69, 68
1674, 500, 70, 79
1675, 500, 66, 64
1676, 500, 62, 66
1677, 500, 72, 75
1678, 500, 59, 59
1679, 500, 60, 59
1680, 500, 55, 57
1681, 500, 71, 74
1682, 500, 79, 74
1683, 500, 68, 67
1684, 500, 66, 65
1685, 500, 66, 68
1686, 500, 67, 64
1687, 500, 53, 54
1688, 500, 60, 59
1689, 500, 60, 61
1690, 500, 68, 68
1691, 500, 62, 61
1692, 500, 60, 60
1693, 500, 64, 67
1694, 500, 81, 77
1695, 500, 70, 71
1696, 500, 71, 73
1697, 500, 74, 75
1698, 500, 64, 65
1699, 500, 58, 61
1700, 500, 70, 75
1701, 500, 72, 71
1702, 500, 68, 72
1703, 500, 79, 73
1704, 500, 82, 78
1705, 500, 75, 73
1706, 500, 66, 67
1707, 500, 63, 61
1708, 500, 67, 63
1709, 500, 57, 61
1710, 500, 73, 72
1711, 500, 73, 71
1712, 500, 72, 71
1713, 500, 73, 72
1714, 500, 73, 74
1715, 500, 69, 76
1716, 500, 62, 63
1717, 500, 79, 78
1718, 500, 68, 66
1719, 500, 58, 60
1720, 500, 86, 87
1721, 500, 66, 71
1722, 500, 55, 57
1723, 500, 71, 70
1724, 500, 75, 76
1725, 500, 72, 73
1726, 500, 74, 80
1727, 500, 73, 78
1728, 500, 71, 70
1729, 500, 60, 62
1730, 500, 66, 65
1731, 500, 67, 68
1732, 500, 85, 84
1733, 500, 63, 61
1734, 500, 66, 68
1735, 500, 70, 71
1736, 500, 71, 73
1737, 500, 65, 64
1738, 500, 70, 68
1739, 500, 55, 55
1740, 500, 62, 63
1741, 500, 73, 74
1742, 500, 60, 61
1743, 500, 65, 65
1744, 500, 79, 77
1745, 500, 81, 82
1746, 500, 68, 69
1747, 500, 73, 74
1748, 500, 50, 49
1749, 500, 53, 54
1750, 500, 61, 60
1751, 500, 73, 73
1752, 500, 92, 90
1753, 500, 66, 64
1754, 500, 71, 75
1755, 500, 66, 67
1756, 500, 68, 65
1757, 500, 72, 71
1758, 500, 70, 71
1759, 500, 60, 60
1760, 500, 77, 76
1761, 500, 71, 73
1762, 500, 83, 82
1763, 500, 69, 65
1764, 500, 54, 53
1765, 500, 54, 55
1766, 500, 86, 84
1767, 500, 68, 71
1768, 500, 72, 72
1769, 500, 66, 68
1770, 500, 88, 86
1771, 500, 67, 65
1772, 500, 69, 71
1773, 500, 70, 69
1774, 500, 69, 67
1775, 500, 60, 61
1776, 500, 72, 73
1777, 500, 68, 62
1778, 500, 86, 81
1779, 500, 78, 74
1780, 500, 69, 67
1781, 500, 71, 71
1782, 500, 87, 83
1783, 500, 55, 58
1784, 500, 78, 78
1785, 500, 65, 71
1786, 500, 78, 74
1787, 500, 71, 73
1788, 500, 64, 60
1789, 500, 84, 81
1790, 500, 68, 67
1791, 500, 68, 70
1792, 500, 64, 66
1793, 500, 74, 69
1794, 500, 72, 73
1795, 500, 89, 86
1796, 500, 60, 62
1797, 500, 54, 55
1798, 500, 62, 58
1799, 500, 83, 80
1800, 500, 70, 73
1801, 500, 77, 80
1802, 500, 66, 65
1803, 500, 85, 83
1804, 500, 55, 57
1805, 500, 74, 75
1806, 500, 65, 71
1807, 500, 85, 85
1808, 500, 43, 50
1809, 500, 73, 72
1810, 500, 81, 82
1811, 500, 74, 74
1812, 500, 66, 69
1813, 500, 73, 73
1814, 500, 66, 63
1815, 500, 72, 72
1816, 500, 57, 59
1817, 500, 83, 83
1818, 500, 49, 48
1819, 500, 63, 61
1820, 500, 63, 61
1821, 500, 65, 69
1822, 500, 75, 73
1823, 500, 73, 72
1824, 500, 55, 53
1825, 500, 71, 72
1826, 500, 56, 58
1827, 500, 89, 89
1828, 500, 64, 64
1829, 500, 67, 66
1830, 500, 78, 80
1831, 500, 74, 73
1832, 500, 59, 57
1833, 500, 75, 75
1834, 500, 65, 64
1835, 500, 55, 56
1836, 500, 60, 63
1837, 500, 74, 74
1838, 500, 61, 63
1839, 500, 73, 70
1840, 500, 62, 59
1841, 500, 56, 55
1842, 500, 72, 74
1843, 500, 76, 79
1844, 500, 61, 64
1845, 500, 60, 61
1846, 500, 84, 83
1847, 500, 74, 74
1848, 500, 69, 71
1849, 500, 70, 64
1850, 500, 85, 91
1851, 500, 71, 73
1852, 500, 54, 52
1853, 500, 61, 61
1854, 500, 66, 66
1855, 500, 74, 72
1856, 500, 51, 51
1857, 500, 70, 67
1858, 500, 68, 65
1859, 500, 79, 80
1860, 500, 57, 56
1861, 500, 66, 66
1862, 500, 66, 67
1863, 500, 60, 60
1864, 500, 54, 54
1865, 500, 64, 63
1866, 500, 67, 66
1867, 500, 76, 73
1868, 500, 61, 63
1869, 500, 64, 68
1870, 500, 71, 75
1871, 500, 66, 70
1872, 500, 62, 62
1873, 500, 68, 70
1874, 500, 67, 67
1875, 500, 63, 67
1876, 500, 49, 51
1877, 500, 65, 62
1878, 500, 56, 56
1879, 500, 85, 86
1880, 500, 75, 76
1881, 500, 63, 59
1882, 500, 71, 70
1883, 500, 66, 67
1884, 500, 68, 70
1885, 500, 65, 62
1886, 500, 59, 60
1887, 500, 71, 71
1888, 500, 65, 66
1889, 500, 73, 77
1890, 500, 65, 66
1891, 500, 68, 70
1892, 500, 79, 75
1893, 500, 67, 66
1894, 500, 72, 73
1895, 500, 72, 64
1896, 500, 51, 51
1897, 500, 80, 79
1898, 500, 79, 76
1899, 500, 64, 63
1900, 500, 63, 62
1901, 500, 73, 72
1902, 500, 67, 71
1903, 500, 66, 68
1904, 500, 73, 71
1905, 500, 72, 69
1906, 500, 74, 78
1907, 500, 78, 74
1908, 500, 61, 59
1909, 500, 64, 63
1910, 500, 70, 68
1911, 500, 75, 76
1912, 500, 66, 63
1913, 500, 60, 58
1914, 500, 90, 90
1915, 500, 68, 69
1916, 500, 69, 71
1917, 500, 70, 70
1918, 500, 57, 56
1919, 500, 66, 70
1920, 500, 91, 87
1921, 500, 64, 68
1922, 500, 70, 68
1923, 500, 89, 91
1924, 500, 69, 69
1925, 500, 49, 49
1926, 500, 65, 65
1927, 500, 69, 68
1928, 500, 86, 91
1929, 500, 81, 81
1930, 500, 65, 61
1931, 500, 75, 81
1932, 500, 75, 71
1933, 500, 74, 69
1934, 500, 64, 63
1935, 500, 78, 78
1936, 500, 57, 60
1937, 500, 68, 64
1938, 500, 75, 78
1939, 500, 54, 59
1940, 500, 79, 75
1941, 500, 70, 69
1942, 500, 62, 63
1943, 500, 73, 72
1944, 500, 78, 78
1945, 500, 64, 64
1946, 500, 75, 73
1947, 500, 66, 64
1948, 500, 63, 63
1949, 500, 60, 63
1950, 500, 77, 74
1951, 500, 68, 66
1952, 500, 77, 72
1953, 500, 67, 65
1954, 500, 55, 56
1955, 500, 79, 79
1956, 500, 61, 62
1957, 500, 73, 68
1958, 500, 71, 71
1959, 500, 70, 70
1960, 500, 67, 69
1961, 500, 66, 63
1962, 500, 66, 64
1963, 500, 64, 65
1964, 500, 74, 71
1965, 500, 63, 64
1966, 500, 67, 66
1967, 500, 64, 66
1968, 500, 53, 55
1969, 500, 62, 60
1970, 500, 64, 67
1971, 500, 55, 55
1972, 500, 76, 75
1973, 500, 63, 64
1974, 500, 64, 63
1975, 500, 79, 76
1976, 500, 78, 81
1977, 500, 76, 77
1978, 500, 74, 69
1979, 500, 70, 68
1980, 500, 81, 82
1981, 500, 74, 75
1982, 500, 65, 71
1983, 500, 73, 70
1984, 500, 57, 63
1985, 500, 72, 74
1986, 500, 65, 68
1987, 500, 86, 82
1988, 500, 76, 76
1989, 500, 64, 65
1990, 500, 65, 69
1991, 500, 64, 60
1992, 500, 63, 64
1993, 500, 62, 64
1994, 500, 61, 63
1995, 500, 58, 56
1996, 500, 76, 76
1997, 500, 60, 64
1998, 500, 67, 70
1999, 500, 75, 77
2000, 500, 82, 81
2001, 250, 27, 28
2002, 250, 30, 31
2003, 250, 41, 39
2004, 250, 33, 31
2005, 250, 30, 30
2006, 250, 49, 47
2007, 250, 45, 43
2008, 250, 50, 46
2009, 250, 44, 46
2010, 250, 38, 38
2011, 250, 45, 43
2012, 250, 29, 28
2013, 250, 31, 29
2014, 250, 36, 36
2015, 250, 35, 33
2016, 250, 29, 31
2017, 250, 27, 29
2018, 250, 39, 36
2019, 250, 30, 30
2020, 250, 36, 35
2021, 250, 37, 38
2022, 250, 37, 34
2023, 250, 32, 35
2024, 250, 52, 50
2025, 250, 34, 34
2026, 250, 22, 24
2027, 250, 44, 42
2028, 250, 34, 33
2029, 250, 37, 39
2030, 250, 35, 36
2031, 250, 34, 33
2032, 250, 33, 36
2033, 250, 34, 34
2034, 250, 28, 28
2035, 250, 47, 48
2036, 250, 44, 45
2037, 250, 56, 53
2038, 250, 45, 45
2039, 250, 40, 37
2040, 250, 23, 25
2041, 250, 34, 30
2042, 250, 35, 35
2043, 250, 39, 38
2044, 250, 35, 34
2045, 250, 35, 36
2046, 250, 17, 18
2047, 250, 40, 41
2048, 250, 35, 35
2049, 250, 46, 44
2050, 250, 25, 26
2051, 250, 28, 29
2052, 250, 37, 37
2053, 250, 34, 36
2054, 250, 43, 40
2055, 250, 34, 33
2056, 250, 44, 44
2057, 250, 36, 35
2058, 250, 38, 37
2059, 250, 29, 28
2060, 250, 32, 32
2061, 250, 30, 26
2062, 250, 46, 45
2063, 250, 24, 25
2064, 250, 31, 34
2065, 250, 28, 28
2066, 250, 43, 39
2067, 250, 36, 35
2068, 250, 43, 40
2069, 250, 29, 28
2070, 250, 28, 26
2071, 250, 37, 36
2072, 250, 43, 41
2073, 250, 35, 35
2074, 250, 41, 38
2075, 250, 43, 42
2076, 250, 24, 24
2077, 250, 31, 31
2078, 250, 36, 34
2079, 250, 45, 45
2080, 250, 43, 42
2081, 250, 41, 43
2082, 250, 35, 35
2083, 250, 38, 40
2084, 250, 38, 38
2085, 250, 48, 46
2086, 250, 39, 41
2087, 250, 23, 24
2088, 250, 36, 35
2089, 250, 30, 32
2090, 250, 38, 38
2091, 250, 30, 31
2092, 250, 33, 31
2093, 250, 38, 36
2094, 250, 30, 28
2095, 250, 35, 37
2096, 250, 33, 32
2097, 250, 38, 38
2098, 250, 31, 35
2099, 250, 35, 33
2100, 250, 38, 40
2101, 250, 43, 41
2102, 250, 40, 40
2103, 250, 31, 31
2104, 250, 49, 45
2105, 250, 48, 46
2106, 250, 28, 28
2107, 250, 31, 31
2108, 250, 30, 29
2109, 250, 34, 32
2110, 250, 32, 35
2111, 250, 45, 45
2112, 250, 37, 36
2113, 250, 37, 38
2114, 250, 32, 30
2115, 250, 25, 26
2116, 250, 41, 38
2117, 250, 45, 43
2118, 250, 23, 26
2119, 250, 36, 35
2120, 250, 41, 42
2121, 250, 31, 31
2122, 250, 29, 29
2123, 250, 33, 32
2124, 250, 41, 38
2125, 250, 40, 40
2126, 250, 33, 34
2127, 250, 42, 44
2128, 250, 40, 41
2129, 250, 40, 38
2130, 250, 41, 40
2131, 250, 28, 29
2132, 250, 43, 43
2133, 250, 34, 36
2134, 250, 34, 34
2135, 250, 45, 43
2136, 250, 32, 31
2137, 250, 28, 28
2138, 250, 50, 47
2139, 250, 41, 40
2140, 250, 40, 43
2141, 250, 41, 43
2142, 250, 46, 47
2143, 250, 40, 38
2144, 250, 41, 43
2145, 250, 34, 32
2146, 250, 35, 32
2147, 250, 40, 37
2148, 250, 35, 34
2149, 250, 26, 27
2150, 250, 33, 33
2151, 250, 25, 26
2152, 250, 25, 27
2153, 250, 34, 34
2154, 250, 36, 34
2155, 250, 33, 35
2156, 250, 34, 35
2157, 250, 40, 41
2158, 250, 31, 32
2159, 250, 37, 39
2160, 250, 23, 23
2161, 250, 36, 35
2162, 250, 28, 28
2163, 250, 35, 37
2164, 250, 33, 33
2165, 250, 32, 28
2166, 250, 37, 38
2167, 250, 33, 32
2168, 250, 40, 41
2169, 250, 33, 32
2170, 250, 38, 38
2171, 250, 40, 35
2172, 250, 35, 40
2173, 250, 35, 35
2174, 250, 32, 31
2175, 250, 31, 32
2176, 250, 31, 32
2177, 250, 44, 44
2178, 250, 25, 25
2179, 250, 32, 33
2180, 250, 32, 30
2181, 250, 30, 30
2182, 250, 35, 33
2183, 250, 33, 30
2184, 250, 37, 35
2185, 250, 43, 40
2186, 250, 45, 43
2187, 250, 29, 28
2188, 250, 30, 30
2189, 250, 49, 48
2190, 250, 33, 33
2191, 250, 42, 42
2192, 250, 26, 28
2193, 250, 46, 45
2194, 250, 31, 31
2195, 250, 29, 26
2196, 250, 48, 46
2197, 250, 27, 26
2198, 250, 33, 32
2199, 250, 38, 39
2200, 250, 32, 31
2201, 250, 44, 45
2202, 250, 44, 40
2203, 250, 43, 43
2204, 250, 27, 28
2205, 250, 32, 29
2206, 250, 32, 30
2207, 250, 41, 44
2208, 250, 41, 42
2209, 250, 30, 30
2210, 250, 37, 35
2211, 250, 41, 40
2212, 250, 26, 25
2213, 250, 39, 39
2214, 250, 21, 22
2215, 250, 34, 34
2216, 250, 44, 43
2217, 250, 26, 27
2218, 250, 30, 31
2219, 250, 40, 39
2220, 250, 37, 38
2221, 250, 36, 35
2222, 250, 29, 32
2223, 250, 38, 39
2224, 250, 28, 26
2225, 250, 37, 40
2226, 250, 34, 33
2227, 250, 41, 43
2228, 250, 41, 44
2229, 250, 25, 27
2230, 250, 38, 40
2231, 250, 30, 30
2232, 250, 26, 26
2233, 250, 35, 31
2234, 250, 30, 30
2235, 250, 33, 33
2236, 250, 41, 41
2237, 250, 37, 36
2238, 250, 32, 32
2239, 250, 34, 34
2240, 250, 42, 44
2241, 250, 28, 28
2242, 250, 37, 40
2243, 250, 33, 32
2244, 250, 38, 37
2245, 250, 39, 39
2246, 250, 44, 44
2247, 250, 35, 35
2248, 250, 20, 20
2249, 250, 31, 32
2250, 250, 38, 38
2251, 250, 31, 31
2252, 250, 35, 37
2253, 250, 43, 46
2254, 250, 28, 27
2255, 250, 44, 43
2256, 250, 43, 41
2257, 250, 36, 36
2258, 250, 32, 33
2259, 250, 41, 38
2260, 250, 39, 39
2261, 250, 28, 28
2262, 250, 42, 43
2263, 250, 33, 33
2264, 250, 37, 33
2265, 250, 40, 40
2266, 250, 22, 23
2267, 250, 49, 48
2268, 250, 45, 46
2269, 250, 39, 37
2270, 250, 33, 33
2271, 250, 30, 30
2272, 250, 41, 38
2273, 250, 35, 35
2274, 250, 31, 30
2275, 250, 36, 32
2276, 250, 33, 30
2277, 250, 34, 32
2278, 250, 46, 46
2279, 250, 35, 32
2280, 250, 38, 34
2281, 250, 37, 38
2282, 250, 44, 44
2283, 250, 41, 41
2284, 250, 39, 42
2285, 250, 21, 22
2286, 250, 31, 29
2287, 250, 33, 32
2288, 250, 35, 36
2289, 250, 33, 31
2290, 250, 37, 37
2291, 250, 42, 41
2292, 250, 32, 33
2293, 250, 34, 35
2294, 250, 29, 28
2295, 250, 31, 30
2296, 250, 34, 35
2297, 250, 34, 35
2298, 250, 25, 25
2299, 250, 40, 41
2300, 250, 29, 26
2301, 250, 43, 40
2302, 250, 38, 37
2303, 250, 27, 26
2304, 250, 47, 46
2305, 250, 39, 36
2306, 250, 49, 46
2307, 250, 24, 23
2308, 250, 28, 29
2309, 250, 35, 34
2310, 250, 29, 29
2311, 250, 34, 37
2312, 250, 29, 28
2313, 250, 28, 27
2314, 250, 35, 34
2315, 250, 39, 39
2316, 250, 38, 39
2317, 250, 33, 34
2318, 250, 39, 38
2319, 250, 32, 32
2320, 250, 33, 34
2321, 250, 28, 25
2322, 250, 31, 33
2323, 250, 35, 36
2324, 250, 35, 37
2325, 250, 33, 34
2326, 250, 38, 37
2327, 250, 26, 26
2328, 250, 32, 34
